?series	?series_label	?start_time	?end_time	?cast_member	?cast_label
<http://www.wikidata.org/entity/Q16290>	"Star Trek: The Next Generation"@en	"1987-09-28T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q346595>	"Jonathan Frakes"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q348445>	"René Auberjonois"@en
<http://www.wikidata.org/entity/Q156329>	"Star Trek: Voyager"@en	"1995-01-16T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2001-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q6288759>	"Josh Clark"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q316955>	"Michael Dorn"@en
<http://www.wikidata.org/entity/Q16290>	"Star Trek: The Next Generation"@en	"1987-09-28T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q316955>	"Michael Dorn"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q432742>	"Melanie Smith"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q442309>	"Andrea Martin"@en
<http://www.wikidata.org/entity/Q16290>	"Star Trek: The Next Generation"@en	"1987-09-28T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q311453>	"Brent Spiner"@en
<http://www.wikidata.org/entity/Q156329>	"Star Trek: Voyager"@en	"1995-01-16T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2001-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q311754>	"Jason Alexander"@en
<http://www.wikidata.org/entity/Q16290>	"Star Trek: The Next Generation"@en	"1987-09-28T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q355344>	"Dwight Schultz"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q353101>	"Armin Shimerman"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q239328>	"Penny Johnson Jerald"@en
<http://www.wikidata.org/entity/Q156329>	"Star Trek: Voyager"@en	"1995-01-16T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2001-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q249865>	"John Savage"@en
<http://www.wikidata.org/entity/Q156329>	"Star Trek: Voyager"@en	"1995-01-16T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2001-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q317228>	"Kurtwood Smith"@en
<http://www.wikidata.org/entity/Q1077>	"Star Trek: The Original Series"@en	"1966-09-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1969-09-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q318412>	"James Doohan"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q452288>	"Jeffrey Combs"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q322750>	"Aron Eisenberg"@en
<http://www.wikidata.org/entity/Q156329>	"Star Trek: Voyager"@en	"1995-01-16T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2001-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q324114>	"Scott Thompson"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q926194>	"Marc Alaimo"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q976754>	"Duncan Regehr"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q809051>	"Barry Jenner"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q544756>	"Casey Biggs"@en
<http://www.wikidata.org/entity/Q16290>	"Star Trek: The Next Generation"@en	"1987-09-28T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q467709>	"Patti Yasutake"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q506958>	"Andrew Robinson"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q366012>	"Avery Brooks"@en
<http://www.wikidata.org/entity/Q1077>	"Star Trek: The Original Series"@en	"1966-09-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1969-09-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q376176>	"Walter Koenig"@en
<http://www.wikidata.org/entity/Q16290>	"Star Trek: The Next Generation"@en	"1987-09-28T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q550778>	"John de Lancie"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q1093124>	"Cirroc Lofton"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q580587>	"Brock Peters"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q708097>	"Paul Dooley"@en
<http://www.wikidata.org/entity/Q16290>	"Star Trek: The Next Generation"@en	"1987-09-28T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-05-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q1396070>	"Suzie Plakson"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q1345794>	"James Darren"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q1396278>	"Chase Masterson"@en
<http://www.wikidata.org/entity/Q108774>	"Star Trek: Deep Space Nine"@en	"1993-01-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-06-02T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q716247>	"Max Grodénchik"@en
